EmployeeID,Name,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
130,Robert Gutierrez,7.061936635430556,Medium,Excellent,Very High,Medium,Better,40,No,Travel_Rarely,Research & Development,6,College,Medical,Male,3,Research Scientist,Divorced,43320,7.0,14,2,8.0,3,5,1,3
131,Michelle King,9.760771976795834,Medium,Excellent,Medium,Low,Better,42,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,Female,4,Manager,Divorced,110310,3.0,12,1,8.0,2,5,1,2
132,Brett Howard,6.998694779116389,Medium,Excellent,High,Medium,Good,37,No,Travel_Rarely,Sales,9,Below College,Marketing,Male,3,Sales Executive,Single,44400,2.0,11,1,18.0,3,1,0,1
133,Brooke Hall,7.164219098616667,High,Excellent,Low,Medium,Better,43,No,Travel_Rarely,Sales,10,College,Life Sciences,Female,1,Sales Executive,Divorced,46170,1.0,11,0,25.0,2,25,3,9
134,Veronica King MD,5.468940205265278,Medium,Excellent,Medium,High,Better,40,No,Travel_Rarely,Sales,6,College,Life Sciences,Female,1,Laboratory Technician,Married,26470,6.0,13,0,20.0,2,1,0,0
135,Krystal Walters,6.446319723337778,Medium,Outstanding,Low,Low,Good,54,No,Travel_Rarely,Human Resources,9,Bachelor,Life Sciences,Female,2,Manufacturing Director,Married,63230,4.0,23,1,24.0,2,4,1,2
136,Christopher Greene,5.713265283355556,High,Outstanding,High,High,Better,34,No,Non-Travel,Research & Development,28,Bachelor,Medical,Male,1,Laboratory Technician,Married,56770,9.0,20,1,6.0,3,3,1,2
137,Christopher Meyers,6.996710174029444,Medium,Excellent,Medium,Low,Bad,31,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,Male,3,Sales Executive,Married,21870,1.0,15,1,13.0,2,13,3,12
138,Mrs. Kristina Washington,8.486725792056944,Medium,Excellent,Very High,Very High,Better,43,No,Travel_Frequently,Sales,14,Bachelor,Life Sciences,Female,1,Manufacturing Director,Married,37480,7.0,14,2,,3,3,1,2
139,William Rodriguez,10.151952253458056,High,Excellent,High,High,Better,43,No,Travel_Rarely,Sales,27,Master,Life Sciences,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2
140,Richard Harris,10.004965417224444,Very High,Excellent,Medium,Very High,Better,25,No,Travel_Rarely,Human Resources,7,College,Human Resources,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3
141,Edgar Carr,6.578286479250278,Medium,Outstanding,Medium,High,Better,37,No,Non-Travel,Research & Development,1,Bachelor,Medical,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7
142,Anthony Wyatt,8.864453369031667,High,Excellent,Very High,Low,Better,31,No,Travel_Rarely,Research & Development,24,Below College,Medical,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2
143,Jessica Reyes,7.122437527889167,Low,Outstanding,Medium,High,Better,39,No,Travel_Frequently,Research & Development,26,Master,Technical Degree,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6
144,Alison Perry,7.464110887996389,High,Excellent,High,Low,Good,56,No,Travel_Frequently,Research & Development,20,Master,Life Sciences,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7
145,Emma Noble,6.411313029897222,High,Excellent,Medium,High,Better,30,No,Travel_Rarely,Sales,5,Master,Medical,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4
146,Carrie Burton,5.869447791164444,Medium,Excellent,Medium,Low,Better,41,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7
147,Robert Valdez,6.134392012494167,Medium,Excellent,High,Low,Better,28,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8
148,Sarah Obrien,7.997580321285,High,Excellent,Low,Low,Better,25,Yes,Travel_Rarely,Research & Development,5,College,Life Sciences,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2
149,Heather Hill,6.460577867023611,Medium,Outstanding,Very High,High,Better,52,No,Travel_Rarely,Research & Development,26,College,Life Sciences,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4
150,Misty Snyder,6.891577420794167,High,Excellent,Low,Very High,Good,45,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2
151,Daniel Gould,6.384019410977222,High,Excellent,Very High,Very High,Bad,52,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4
152,Diane Fleming,6.763717090584445,Medium,Excellent,Low,High,Better,42,No,Travel_Frequently,Sales,10,Bachelor,Marketing,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2
153,Tyrone Schultz,5.743501784917222,High,Outstanding,High,Very High,Better,30,No,Travel_Rarely,Sales,25,Bachelor,Marketing,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2
154,Courtney Mills,7.243524096385277,High,Excellent,Low,Low,Bad,60,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10
155,Tracy Ramirez,6.303784024988612,Medium,Excellent,High,High,Good,46,No,Travel_Rarely,Sales,19,Master,Marketing,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8
156,Dr. Matthew Archer,10.092957385095833,High,Excellent,Very High,Very High,Best,42,No,Travel_Frequently,Research & Development,18,Master,Technical Degree,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4
157,Dean Estrada,5.656244979919444,Medium,Excellent,Low,Medium,Better,24,Yes,Travel_Rarely,Research & Development,27,College,Medical,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4
158,James Willis,8.177834672021389,High,Outstanding,Very High,High,Good,34,Yes,Travel_Frequently,Research & Development,5,Bachelor,Medical,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0
159,Dawn Ford,5.543419232485277,High,Excellent,Very High,Very High,Better,38,No,Travel_Frequently,Sales,3,Bachelor,Marketing,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0
160,Alicia Smith,5.726736947791111,Medium,Excellent,High,High,Better,40,No,Travel_Rarely,Sales,26,Master,Marketing,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12
161,Denise Phillips,7.429330655956944,Very High,Outstanding,Low,Very High,Bad,26,No,Travel_Rarely,Research & Development,3,College,Medical,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2
162,Stephanie Rodriguez,6.973972556894167,Medium,Excellent,High,Very High,Bad,30,No,Non-Travel,Research & Development,15,Bachelor,Medical,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4
163,Deborah Brown,6.330712851405556,High,Excellent,Medium,High,Better,29,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7
164,Joseph Dominguez,7.429799196786944,Medium,Excellent,High,Medium,Best,29,Yes,Travel_Rarely,Research & Development,19,Master,Life Sciences,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1
165,Robert Howard,6.448983712628055,High,Excellent,Low,Very High,Best,19,Yes,Travel_Rarely,Research & Development,4,Bachelor,Medical,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0
166,Kathleen Ramirez,5.835846720214167,High,Excellent,High,Low,Better,30,No,Non-Travel,Research & Development,2,Master,Life Sciences,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8
167,Timothy Morris,7.005148371262778,High,Excellent,Low,Very High,Good,57,No,Travel_Rarely,Research & Development,2,College,Life Sciences,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0
168,Susan Roberts,6.059211289602778,High,Excellent,Medium,High,Better,50,No,Travel_Rarely,Sales,10,Master,Life Sciences,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7
169,Robert Austin,6.696197010263056,High,Outstanding,High,Very High,Good,30,No,Non-Travel,Sales,10,College,Life Sciences,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7
170,Dawn Rice,7.213215082552222,High,Outstanding,High,Low,Best,60,No,Travel_Frequently,Research & Development,16,Bachelor,Life Sciences,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11
171,Thomas Scott,6.613843150379167,Medium,Excellent,Low,Very High,Better,47,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4
172,John Rojas,6.09344042838,Medium,Outstanding,Low,High,Bad,46,No,Travel_Rarely,Sales,4,Below College,Technical Degree,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1
173,Kathy Barron,7.405392681838333,High,Excellent,Very High,High,Better,35,No,Travel_Rarely,Research & Development,15,College,Medical,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3
174,Douglas Payne,7.1289770191877775,High,Excellent,High,High,Better,54,No,Travel_Rarely,Research & Development,2,Master,Medical,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0
175,Taylor Cabrera,8.626556224899444,Very High,Excellent,Very High,High,Better,34,No,Travel_Rarely,Sales,8,College,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7
176,Adam Hill,6.04515729585,Medium,Excellent,High,Very High,Better,46,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2
177,Bradley Johnson,7.966945560017778,High,Excellent,High,Medium,Best,31,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8
178,Debra Farley,6.825259928603056,Medium,Outstanding,Medium,High,Best,33,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7
179,Dustin Gilbert,6.266600847835556,High,Outstanding,Low,Very High,Better,33,Yes,Travel_Rarely,Sales,5,Master,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3
180,James Franco,8.626478134761111,High,Excellent,Very High,Medium,Better,30,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2
181,Dawn Cruz,6.032698572065834,Low,Outstanding,Very High,High,Better,35,No,Travel_Rarely,Research & Development,12,College,Medical,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0
182,Samantha Garrett,10.4656659973225,Medium,Excellent,Low,High,Better,31,Yes,Travel_Frequently,Research & Development,22,College,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0
183,Willie Rodgers,7.40286702365,Very High,Outstanding,Medium,Low,Better,34,Yes,Travel_Frequently,Sales,17,Below College,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2
184,Carolyn Davis,7.084090807675,Medium,Excellent,Medium,High,Better,42,No,Travel_Frequently,Research & Development,2,Master,Medical,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0
185,Bradley Perez,6.032679607318055,High,Excellent,Medium,Very High,Good,36,No,Non-Travel,Research & Development,3,Master,Medical,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7
186,Gail Torres,6.289530343596389,High,Excellent,High,High,Better,22,Yes,Travel_Frequently,Research & Development,7,Bachelor,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2
187,Christopher Taylor,6.945580098170278,High,Excellent,Medium,Very High,Better,48,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7
188,Alexandra Baker,5.719563810798611,High,Excellent,Low,Medium,Better,55,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Female,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7
189,Jasmine Baker,5.628176037483056,Medium,Excellent,Very High,Very High,Better,41,No,Non-Travel,Research & Development,3,College,Life Sciences,Female,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10
190,Elizabeth Anderson,7.154422132976111,Medium,Excellent,Medium,High,Better,35,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,Female,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9
191,Linda Hurst,6.863467202141667,High,Excellent,Medium,High,Better,40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13
192,Frank Washington,8.479462293618889,High,Excellent,High,High,Better,39,No,Travel_Frequently,Research & Development,12,Below College,Medical,Male,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7
193,Terry Benson,10.243352298081112,Medium,Excellent,Medium,Very High,Best,31,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5
194,Michael Caldwell,6.725804328424722,High,Excellent,Very High,Low,Good,42,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,Male,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8
195,Nichole Calhoun,9.005943775100278,High,Outstanding,Very High,Medium,Best,45,No,Travel_Rarely,Research & Development,2,Below College,Medical,Female,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7
196,Carrie Walker,6.769503569834722,High,Excellent,,High,Good,26,Yes,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0
197,John Roberts,7.1647534582775,Medium,Excellent,Very High,Very High,Best,29,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2
198,Taylor Rivas DDS,6.307388442659445,High,Excellent,Low,High,Better,33,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5
199,Nicole Solomon,8.933678045515277,High,Excellent,High,Very High,Good,31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1
200,Phillip Jacobs,6.604520303435834,Very High,Excellent,Medium,Medium,Better,18,Yes,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0
201,Robin Becker,8.58350066934389,Medium,Excellent,High,Low,Better,40,No,Non-Travel,Research & Development,1,Master,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1
202,James Harrington,5.532923917893611,Medium,Excellent,Low,High,Better,41,No,Non-Travel,Research & Development,23,Bachelor,Life Sciences,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7
203,Gregory Burnett,5.792482150825278,Medium,Excellent,Low,High,Better,26,No,Travel_Rarely,Research & Development,9,Master,Medical,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0
204,Ronald Rich,6.097392904953056,Medium,Excellent,Low,High,Better,35,No,Travel_Rarely,Research & Development,16,Master,Medical,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3
205,Todd Johnson,8.189085229808056,Medium,Excellent,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,26,Bachelor,Medical,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7
206,Erin Bell,7.1227253458275,Low,Outstanding,High,Very High,Bad,26,Yes,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0
207,William Martin,5.6736189201247225,High,Excellent,Medium,Very High,Best,37,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2
208,Lance Kelley,7.396790495314445,High,Excellent,Low,High,Good,46,No,Travel_Frequently,Research & Development,4,Below College,Medical,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2
209,Gabriel Long,7.265457385095833,High,Excellent,Medium,Low,Better,41,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8
210,Phillip Green,8.893444890673612,High,Excellent,Low,Medium,Better,37,No,Non-Travel,Research & Development,7,College,Medical,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7
211,Mr. Michael Lewis PhD,5.800688308790556,High,Excellent,Very High,Low,Better,52,No,Travel_Rarely,Sales,2,Below College,Medical,Male,1,Laboratory Technician,Divorced,99800,,11,1,18.0,2,10,6,9
212,Kimberly Combs,5.861314145470556,Medium,Outstanding,Very High,High,Better,32,Yes,Non-Travel,Research & Development,7,College,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2
213,Jennifer Hernandez,5.778331102186389,Medium,Excellent,Very High,Very High,Better,24,No,Travel_Frequently,Sales,22,Bachelor,Life Sciences,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1
214,Jessica Hunt,6.566608656849445,High,Excellent,High,High,Better,38,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0
215,Andrea Vargas,10.43528558679139,High,Excellent,Medium,Medium,Good,37,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3
216,Anthony Leblanc,8.333743864346111,Low,Excellent,Very High,High,Better,49,No,Travel_Rarely,Sales,21,Below College,Life Sciences,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9
217,Natalie Levy,7.175858991521389,Medium,Excellent,Medium,Very High,Better,24,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4
218,Elizabeth Cain,6.3577933958052775,High,Excellent,Low,Medium,Best,26,No,Travel_Rarely,Research & Development,19,Master,Technical Degree,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4
219,Sandra Terrell,6.652788933511666,Low,Excellent,Very High,Medium,Better,24,No,Travel_Rarely,Sales,7,Bachelor,Medical,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0
220,Larry Maddox,6.754674252565556,High,Excellent,Low,Medium,Better,50,No,Travel_Frequently,Sales,2,College,Marketing,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7
221,Eric Marshall,10.695008924587222,Medium,Excellent,Medium,High,Better,25,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6
222,Tyler Campbell,6.435712851405556,High,Outstanding,Low,High,Better,24,Yes,Travel_Frequently,Research & Development,2,Bachelor,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2
223,Cody Tyler,8.2626695671575,High,Excellent,Medium,Low,Best,30,Yes,Travel_Frequently,Research & Development,9,Bachelor,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0
224,Ryan Patel,6.4150401606425,High,Excellent,Medium,Very High,Better,34,No,Travel_Rarely,Sales,6,College,Life Sciences,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3
225,Patricia Knight,7.606242748772778,Medium,Excellent,Medium,Low,Bad,31,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2
226,Mary Baker,5.930352521195833,High,Excellent,Low,Very High,Better,35,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2
227,Mary Manning,7.571142347166389,High,Excellent,Low,Very High,Best,31,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7
228,Patrick Paul,8.668834225791944,High,Excellent,Low,High,Good,27,No,Travel_Rarely,Sales,22,Master,Medical,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3
229,Andrea Moore,6.890585676037222,High,Excellent,Very High,High,Good,37,No,Travel_Rarely,Sales,9,Master,Marketing,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0
