EmployeeID,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Name
122,9.230603525211944,High,Excellent,High,Very High,Better,55,No,Travel_Rarely,Sales,26,Bachelor,Marketing,1,Male,1,Laboratory Technician,Single,104480,2.0,Y,13,8,0,30.0,3,5,1,2,David Payne
123,6.401705711735556,High,Excellent,Very High,High,Best,24,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Female,5,Manager,Divorced,28970,1.0,Y,18,8,3,5.0,4,5,0,3,Lori King
124,6.7463688085675,High,Excellent,High,Medium,Better,30,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Female,2,Manager,Married,59680,1.0,Y,13,8,0,1.0,3,1,0,0,Brittany Miller
125,5.831803882195278,High,Excellent,High,,Better,26,Yes,Travel_Frequently,Sales,14,Bachelor,Life Sciences,1,Male,2,Manager,Single,75100,0.0,Y,18,8,3,7.0,3,6,0,4,Anthony Russell
126,6.0337817938419445,Medium,Excellent,Low,Medium,Better,22,No,Travel_Rarely,Research & Development,16,Doctor,Other,1,Male,1,Research Scientist,Married,29910,1.0,Y,19,8,2,2.0,3,2,1,2,Henry Thornton
127,7.89557675145,High,Excellent,Medium,High,Better,36,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,5,Healthcare Representative,Married,196360,1.0,Y,12,8,1,10.0,3,10,9,0,Tina Miller
128,6.218881079875,Medium,Excellent,High,Very High,Better,30,Yes,Travel_Frequently,Sales,3,College,Marketing,1,Male,3,Research Scientist,Single,11290,9.0,Y,19,8,0,3.0,2,1,0,0,Adam Shaffer
129,6.173039937527777,High,Excellent,Very High,Low,Good,37,No,Travel_Rarely,Research & Development,10,Below College,Technical Degree,1,Male,1,Sales Executive,Divorced,133410,1.0,Y,14,8,1,18.0,3,18,12,17,Michael Potter
130,7.061936635430556,Medium,Excellent,Very High,Medium,Better,40,No,Travel_Rarely,Research & Development,6,College,Medical,1,Male,3,Research Scientist,Divorced,43320,7.0,Y,14,8,2,8.0,3,5,1,3,Robert Gutierrez
131,9.760771976795834,Medium,Excellent,Medium,Low,Better,42,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1,Female,4,Manager,Divorced,110310,3.0,Y,12,8,1,8.0,2,5,1,2,Michelle King
132,6.998694779116389,Medium,Excellent,High,Medium,Good,37,No,Travel_Rarely,Sales,9,Below College,Marketing,1,Male,3,Sales Executive,Single,44400,2.0,Y,11,8,1,18.0,3,1,0,1,Brett Howard
133,7.164219098616667,High,Excellent,Low,Medium,Better,43,No,Travel_Rarely,Sales,10,College,Life Sciences,1,Female,1,Sales Executive,Divorced,46170,1.0,Y,11,8,0,25.0,2,25,3,9,Brooke Hall
134,5.468940205265278,Medium,Excellent,Medium,High,Better,40,No,Travel_Rarely,Sales,6,College,Life Sciences,1,Female,1,Laboratory Technician,Married,26470,6.0,Y,13,8,0,20.0,2,1,0,0,Veronica King MD
135,6.446319723337778,Medium,Outstanding,Low,Low,Good,54,No,Travel_Rarely,Human Resources,9,Bachelor,Life Sciences,1,Female,2,Manufacturing Director,Married,63230,4.0,Y,23,8,1,24.0,2,4,1,2,Krystal Walters
136,5.713265283355556,High,Outstanding,High,High,Better,34,No,Non-Travel,Research & Development,28,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,56770,9.0,Y,20,8,1,6.0,3,3,1,2,Christopher Greene
137,6.996710174029444,Medium,Excellent,Medium,Low,Bad,31,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,1,Male,3,Sales Executive,Married,21870,1.0,Y,15,8,1,13.0,2,13,3,12,Christopher Meyers
138,8.486725792056944,Medium,Excellent,Very High,Very High,Better,43,No,Travel_Frequently,Sales,14,Bachelor,Life Sciences,1,Female,1,Manufacturing Director,Married,37480,7.0,Y,14,8,2,,3,3,1,2,Mrs. Kristina Washington
139,10.151952253458056,High,Excellent,High,High,Better,43,No,Travel_Rarely,Sales,27,Master,Life Sciences,1,Male,2,Sales Representative,Divorced,39770,4.0,Y,18,8,1,8.0,3,5,0,2,William Rodriguez
140,10.004965417224444,Very High,Excellent,Medium,Very High,Better,25,No,Travel_Rarely,Human Resources,7,College,Human Resources,1,Male,1,Manufacturing Director,Single,86330,1.0,Y,19,8,1,5.0,2,5,1,3,Richard Harris
141,6.578286479250278,Medium,Outstanding,Medium,High,Better,37,No,Non-Travel,Research & Development,1,Bachelor,Medical,1,Male,3,Laboratory Technician,Married,20080,3.0,Y,22,8,0,15.0,5,13,10,7,Edgar Carr
142,8.864453369031667,High,Excellent,Very High,Low,Better,31,No,Travel_Rarely,Research & Development,24,Below College,Medical,1,Male,3,Laboratory Technician,Married,44400,1.0,Y,13,8,1,4.0,2,4,3,2,Anthony Wyatt
143,7.122437527889167,Low,Outstanding,Medium,High,Better,39,No,Travel_Frequently,Research & Development,26,Master,Technical Degree,1,Female,1,Sales Executive,Divorced,30670,1.0,Y,20,8,1,21.0,5,21,1,6,Jessica Reyes
144,7.464110887996389,High,Excellent,High,Low,Good,56,No,Travel_Frequently,Research & Development,20,Master,Life Sciences,1,Female,3,Sales Executive,Married,53210,9.0,Y,14,8,0,36.0,1,7,7,7,Alison Perry
145,6.411313029897222,High,Excellent,Medium,High,Better,30,No,Travel_Rarely,Sales,5,Master,Medical,1,Female,2,Manufacturing Director,Single,54100,0.0,Y,17,8,1,6.0,2,5,4,4,Emma Noble
146,5.869447791164444,Medium,Excellent,Medium,Low,Better,41,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1,Female,3,Research Scientist,Married,27820,1.0,Y,14,8,0,10.0,2,10,0,7,Carrie Burton
147,6.134392012494167,Medium,Excellent,High,Low,Better,28,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8,Robert Valdez
148,7.997580321285,High,Excellent,Low,Low,Better,25,Yes,Travel_Rarely,Research & Development,5,College,Life Sciences,1,Female,3,Laboratory Technician,Married,26600,5.0,Y,13,8,0,6.0,3,2,0,2,Sarah Obrien
149,6.460577867023611,Medium,Outstanding,Very High,High,Better,52,No,Travel_Rarely,Research & Development,26,College,Life Sciences,1,Female,2,Sales Representative,Married,33750,2.0,Y,21,8,0,28.0,2,5,0,4,Heather Hill
150,6.891577420794167,High,Excellent,Low,Very High,Good,45,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1,Female,1,Sales Executive,Married,50980,3.0,Y,14,8,1,8.0,4,2,0,2,Misty Snyder
151,6.384019410977222,High,Excellent,Very High,Very High,Bad,52,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,1,Male,2,Research Scientist,Married,48780,2.0,Y,11,8,1,31.0,3,5,1,4,Daniel Gould
152,6.763717090584445,Medium,Excellent,Low,High,Better,42,No,Travel_Frequently,Sales,10,Bachelor,Marketing,1,Female,2,Healthcare Representative,Divorced,28370,2.0,Y,13,8,1,19.0,0,5,0,2,Diane Fleming
153,5.743501784917222,High,Outstanding,High,Very High,Better,30,No,Travel_Rarely,Sales,25,Bachelor,Marketing,1,Male,1,Sales Executive,Single,24060,2.0,Y,20,8,1,11.0,5,5,0,2,Tyrone Schultz
154,7.243524096385277,High,Excellent,Low,Low,Bad,60,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Female,1,Manufacturing Director,Married,22690,5.0,Y,18,8,1,33.0,4,29,11,10,Courtney Mills
155,6.303784024988612,Medium,Excellent,High,High,Good,46,No,Travel_Rarely,Sales,19,Master,Marketing,1,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8,Tracy Ramirez
156,10.092957385095833,High,Excellent,Very High,Very High,Best,42,No,Travel_Frequently,Research & Development,18,Master,Technical Degree,1,Male,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,6,0,4,Dr. Matthew Archer
157,5.656244979919444,Medium,Excellent,Low,Medium,Better,24,Yes,Travel_Rarely,Research & Development,27,College,Medical,1,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4,Dean Estrada
158,8.177834672021389,High,Outstanding,Very High,High,Good,34,Yes,Travel_Frequently,Research & Development,5,Bachelor,Medical,1,Male,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,2,1,0,James Willis
159,5.543419232485277,High,Excellent,Very High,Very High,Better,38,No,Travel_Frequently,Sales,3,Bachelor,Marketing,1,Female,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,1,0,0,Dawn Ford
160,5.726736947791111,Medium,Excellent,High,High,Better,40,No,Travel_Rarely,Sales,26,Master,Marketing,1,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12,Alicia Smith
161,7.429330655956944,Very High,Outstanding,Low,Very High,Bad,26,No,Travel_Rarely,Research & Development,3,College,Medical,1,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2,Denise Phillips
162,6.973972556894167,Medium,Excellent,High,Very High,Bad,30,No,Non-Travel,Research & Development,15,Bachelor,Medical,1,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4,Stephanie Rodriguez
163,6.330712851405556,High,Excellent,Medium,High,Better,29,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1,Female,3,Manufacturing Director,Married,194310,1.0,Y,11,8,0,10.0,3,10,0,7,Deborah Brown
164,7.429799196786944,Medium,Excellent,High,Medium,Best,29,Yes,Travel_Rarely,Research & Development,19,Master,Life Sciences,1,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1,Joseph Dominguez
165,6.448983712628055,High,Excellent,Low,Very High,Best,19,Yes,Travel_Rarely,Research & Development,4,Bachelor,Medical,1,Male,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,1,0,0,Robert Howard
166,5.835846720214167,High,Excellent,High,Low,Better,30,No,Non-Travel,Research & Development,2,Master,Life Sciences,1,Female,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,9,7,8,Kathleen Ramirez
167,7.005148371262778,High,Excellent,Low,Very High,Good,57,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,Timothy Morris
168,6.059211289602778,High,Excellent,Medium,High,Better,50,No,Travel_Rarely,Sales,10,Master,Life Sciences,1,Female,3,Manager,Married,47870,0.0,Y,12,8,0,28.0,3,27,15,7,Susan Roberts
169,6.696197010263056,High,Outstanding,High,Very High,Good,30,No,Non-Travel,Sales,10,College,Life Sciences,1,Male,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,11,6,7,Robert Austin
170,7.213215082552222,High,Outstanding,High,Low,Best,60,No,Travel_Frequently,Research & Development,16,Bachelor,Life Sciences,1,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,Dawn Rice
171,6.613843150379167,Medium,Excellent,Low,Very High,Better,47,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1,Male,5,Manufacturing Director,Divorced,135700,5.0,Y,16,8,2,20.0,2,5,0,4,Thomas Scott
172,6.09344042838,Medium,Outstanding,Low,High,Bad,46,No,Travel_Rarely,Sales,4,Below College,Technical Degree,1,Male,1,Laboratory Technician,Married,67120,6.0,Y,21,8,1,26.0,3,3,0,1,John Rojas
173,7.405392681838333,High,Excellent,Very High,High,Better,35,No,Travel_Rarely,Research & Development,15,College,Medical,1,Female,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,5,4,3,Kathy Barron
174,7.1289770191877775,High,Excellent,High,High,Better,54,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,Douglas Payne
175,8.626556224899444,Very High,Excellent,Very High,High,Better,34,No,Travel_Rarely,Sales,8,College,Life Sciences,1,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,Taylor Cabrera
176,6.04515729585,Medium,Excellent,High,Very High,Better,46,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2,Adam Hill
177,7.966945560017778,High,Excellent,High,Medium,Best,31,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Male,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,13,0,8,Bradley Johnson
178,6.825259928603056,Medium,Outstanding,Medium,High,Best,33,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Female,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,7,7,Debra Farley
179,6.266600847835556,High,Outstanding,Low,Very High,Better,33,Yes,Travel_Rarely,Sales,5,Master,Marketing,1,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3,Dustin Gilbert
180,8.626478134761111,High,Excellent,Very High,Medium,Better,30,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,James Franco
181,6.032698572065834,Low,Outstanding,Very High,High,Better,35,No,Travel_Rarely,Research & Development,12,College,Medical,1,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0,Dawn Cruz
182,10.4656659973225,Medium,Excellent,Low,High,Better,31,Yes,Travel_Frequently,Research & Development,22,College,Medical,1,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0,Samantha Garrett
183,7.40286702365,Very High,Outstanding,Medium,Low,Better,34,Yes,Travel_Frequently,Sales,17,Below College,Marketing,1,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,Willie Rodgers
184,7.084090807675,Medium,Excellent,Medium,High,Better,42,No,Travel_Frequently,Research & Development,2,Master,Medical,1,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,Carolyn Davis
185,6.032679607318055,High,Excellent,Medium,Very High,Good,36,No,Non-Travel,Research & Development,3,Master,Medical,1,Male,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,10,9,7,Bradley Perez
186,6.289530343596389,High,Excellent,High,High,Better,22,Yes,Travel_Frequently,Research & Development,7,Bachelor,Medical,1,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,Gail Torres
187,6.945580098170278,High,Excellent,Medium,Very High,Better,48,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7,Christopher Taylor
188,5.719563810798611,High,Excellent,Low,Medium,Better,55,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,Alexandra Baker
189,5.628176037483056,Medium,Excellent,Very High,Very High,Better,41,No,Non-Travel,Research & Development,3,College,Life Sciences,1,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10,Jasmine Baker
190,7.154422132976111,Medium,Excellent,Medium,High,Better,35,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,1,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,Elizabeth Anderson
191,6.863467202141667,High,Excellent,Medium,High,Better,40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,Linda Hurst
192,8.479462293618889,High,Excellent,High,High,Better,39,No,Travel_Frequently,Research & Development,12,Below College,Medical,1,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7,Frank Washington
193,10.243352298081112,Medium,Excellent,Medium,Very High,Best,31,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5,Terry Benson
194,6.725804328424722,High,Excellent,Very High,Low,Good,42,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,10,5,8,Michael Caldwell
195,9.005943775100278,High,Outstanding,Very High,Medium,Best,45,No,Travel_Rarely,Research & Development,2,Below College,Medical,1,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7,Nichole Calhoun
196,6.769503569834722,High,Excellent,,High,Good,26,Yes,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,7,1,0,Carrie Walker
197,7.1647534582775,Medium,Excellent,Very High,Very High,Best,29,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,3,1,2,John Roberts
198,6.307388442659445,High,Excellent,Low,High,Better,33,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1,Female,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,6,0,5,Taylor Rivas DDS
199,8.933678045515277,High,Excellent,High,Very High,Good,31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,Nicole Solomon
200,6.604520303435834,Very High,Excellent,Medium,Medium,Better,18,Yes,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,1,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,Phillip Jacobs
201,8.58350066934389,Medium,Excellent,High,Low,Better,40,No,Non-Travel,Research & Development,1,Master,Technical Degree,1,Female,2,Laboratory Technician,Divorced,30680,3.0,Y,19,8,0,20.0,3,1,0,1,Robin Becker
202,5.532923917893611,Medium,Excellent,Low,High,Better,41,No,Non-Travel,Research & Development,23,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7,James Harrington
203,5.792482150825278,Medium,Excellent,Low,High,Better,26,No,Travel_Rarely,Research & Development,9,Master,Medical,1,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0,Gregory Burnett
204,6.097392904953056,Medium,Excellent,Low,High,Better,35,No,Travel_Rarely,Research & Development,16,Master,Medical,1,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3,Ronald Rich
205,8.189085229808056,Medium,Excellent,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,26,Bachelor,Medical,1,Male,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,10,5,7,Todd Johnson
206,7.1227253458275,Low,Outstanding,High,Very High,Bad,26,Yes,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Female,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,1,0,0,Erin Bell
207,5.6736189201247225,High,Excellent,Medium,Very High,Best,37,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,1,Male,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,6,1,2,William Martin
208,7.396790495314445,High,Excellent,Low,High,Good,46,No,Travel_Frequently,Research & Development,4,Below College,Medical,1,Male,5,Human Resources,Married,29110,5.0,Y,13,8,0,28.0,3,2,1,2,Lance Kelley
209,7.265457385095833,High,Excellent,Medium,Low,Better,41,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,1,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8,Gabriel Long
210,8.893444890673612,High,Excellent,Low,Medium,Better,37,No,Non-Travel,Research & Development,7,College,Medical,1,Male,1,Sales Executive,Divorced,20280,1.0,Y,16,8,1,9.0,3,9,7,7,Phillip Green
211,5.800688308790556,High,Excellent,Very High,Low,Better,52,No,Travel_Rarely,Sales,2,Below College,Medical,1,Male,1,Laboratory Technician,Divorced,99800,,Y,11,8,1,18.0,2,10,6,9,Mr. Michael Lewis PhD
212,5.861314145470556,Medium,Outstanding,Very High,High,Better,32,Yes,Non-Travel,Research & Development,7,College,Life Sciences,1,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,Kimberly Combs
213,5.778331102186389,Medium,Excellent,Very High,Very High,Better,24,No,Travel_Frequently,Sales,22,Bachelor,Life Sciences,1,Female,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,2,2,1,Jennifer Hernandez
214,6.566608656849445,High,Excellent,High,High,Better,38,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0,Jessica Hunt
215,10.43528558679139,High,Excellent,Medium,Medium,Good,37,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,1,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3,Andrea Vargas
216,8.333743864346111,Low,Excellent,Very High,High,Better,49,No,Travel_Rarely,Sales,21,Below College,Life Sciences,1,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9,Anthony Leblanc
217,7.175858991521389,Medium,Excellent,Medium,Very High,Better,24,No,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,Natalie Levy
218,6.3577933958052775,High,Excellent,Low,Medium,Best,26,No,Travel_Rarely,Research & Development,19,Master,Technical Degree,1,Female,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,5,1,4,Elizabeth Cain
219,6.652788933511666,Low,Excellent,Very High,Medium,Better,24,No,Travel_Rarely,Sales,7,Bachelor,Medical,1,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0,Sandra Terrell
220,6.754674252565556,High,Excellent,Low,Medium,Better,50,No,Travel_Frequently,Sales,2,College,Marketing,1,Male,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,32,10,7,Larry Maddox
221,10.695008924587222,Medium,Excellent,Medium,High,Better,25,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6,Eric Marshall
